"Project","MethodIndex","Method","Count","Tests"
"junit4","1","junit.framework.TestResult.cloneListeners()","700","junit.tests.extensions.ActiveTestTest.testActiveRepeatedTest1 [],junit.tests.extensions.ActiveTestTest.testActiveRepeatedTest [],junit.tests.extensions.ActiveTestTest.testActiveTest []"
"junit4","2","org.junit.runners.model.FrameworkMethod.getAnnotations()","174","org.junit.samples.money.MoneyTest.testBagSimpleAdd [],org.junit.tests.assertion.AssertionTest.failWithMessageToString [],org.junit.rules.TestWatcherTest$CallbackArguments.succeeded [],org.junit.experimental.categories.CategoryTest.ifNoTestsToRunUseErrorRunner [],org.junit.tests.assertion.AssertionTest.arraysDeclaredAsObjectAreComparedAsObjects [],org.junit.tests.running.classes.ParameterizedTestTest.beforeParamAndAfterParamValidation [],org.junit.tests.ObjectContractTest.equalsThrowsNoException [],org.junit.validator.AnnotationsValidatorTest.validatorIsCalledForAClass [],org.junit.tests.experimental.theories.runner.WithAutoGeneratedDataPoints.shouldNotAutogenerateEnumDataPointsWhenSpecificDataPointGiven [],org.junit.tests.experimental.theories.runner.WithAutoGeneratedDataPoints.shouldAutomaticallyGenerateEnumDataPoints [],org.junit.tests.experimental.theories.internal.SpecificDataPointsSupplierTest.shouldReturnNothingIfTheNamedDataPointsAreMissing [],org.junit.tests.assertion.AssertionTest.intsEqualLongs [],org.junit.tests.experimental.theories.ParameterSignatureTest.primitiveTypesShouldBeAcceptedAsWrapperTypeAssignables [],org.junit.tests.running.classes.ParameterizedTestTest.beforeParamAndAfterParamAreRun [],org.junit.experimental.categories.CategoryTest.testCount [],org.junit.tests.running.classes.SuiteTest.ensureInheritedTestIsRun [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit3TestFailingInTestMethod [],org.junit.tests.running.classes.SuiteTest.whatHappensWhenASuiteHasAForkingCycle [],org.junit.tests.junit3compatibility.JUnit38ClassRunnerTest.canUnadaptAnAdapter [],org.junit.tests.assertion.AssertionTest.arraysDifferentLengthDifferingAtEndAndExpectedArrayLongerMessage [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIgnoresDeltaOnNaN [],org.junit.tests.running.classes.ClassLevelMethodsWithIgnoredTestsTest.beforeClassShouldNotRunWhenAllTestsAreIgnored [],org.junit.tests.running.methods.AnnotationTest.testSetup [],org.junit.tests.assertion.AssertionTest.multiDimensionalArraysDeclaredAsOneDimensionalAreEqual [],org.junit.tests.experimental.theories.runner.WithOnlyTestAnnotations.testErrorWhenTestHasParametersDespiteTheories [],org.junit.tests.running.methods.TimeoutTest.compatibility [],org.junit.tests.running.classes.SuiteTest.suiteShouldComplainAboutNoSuiteClassesAnnotation [],org.junit.experimental.categories.CategoriesAndParameterizedTest.runsTestMethodWithCategory [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithPathsContainingForwardSlashCreatesFullPath [],org.junit.tests.assertion.AssertionTest.arraysDifferentLengthDifferingAtStartMessage [],org.junit.tests.assertion.AssertionTest.assertThrowsSuppliesACoherentErrorMessageUponTypeMismatch [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithPathContainingForwardSlashCreatesDirectories [],org.junit.rules.TemporaryFolderRuleAssuredDeletionTest.testFailsWhenCreatedFolderCannotBeDeletedButDeletionIsAssured [],org.junit.rules.TempFolderRuleTest.nameClashesResultInTestFailures [],org.junit.runners.model.TestClassTest.presentAnnotationIsAvailable [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithPathContainingFileSeparatorCreatesDirectories [],org.junit.tests.assertion.AssertionTest.assertThatIncludesDescriptionOfTestedValueInErrorMessage [],org.junit.runners.parameterized.ParameterizedNamesTest.parameterizedTestsWithSpecialCharsInName [],org.junit.rules.RuleMemberValidatorTest.rejectNonStaticClassRule [],org.junit.rules.TemporaryFolderUsageTest.deleteShouldDoNothingIfRootFolderWasNotInitialized [],org.junit.tests.running.classes.ParameterizedTestTest.runsForEverySingleArgumentOfArray [],org.junit.rules.TestRuleTest.validatePrivateRule [],org.junit.internal.runners.ErrorReportingRunnerTest.cannotCreateWithNullClass [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.dataPointCanBeArray [],org.junit.runner.notification.SynchronizedRunListenerTest.hashCodeDelegates [],org.junit.tests.experimental.theories.runner.SuccessfulWithDataPointFields$NewObjectEachTime.addToEmptyList [],org.junit.tests.running.methods.AnnotationTest.testOneTimeSetup [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.dataPointsArrayShouldBeRecognizedOnValueTypeNotFieldType [],org.junit.tests.assertion.AssertionTest.assertThrowsIncludesAnInformativeDefaultMessage [],org.junit.internal.matchers.ThrowableCauseMatcherTest.shouldAllowCauseOfDifferentClassFromRoot [],org.junit.runners.model.TestClassTest.identifyNonStaticInnerClass [],org.junit.runner.notification.RunNotifierTest.notifiesSecondListenerIfFirstThrowsException [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInBeforeMethod [],org.junit.tests.running.methods.AnnotationTest.testTestInheritance [],org.junit.tests.running.methods.TestMethodTest.compatibility [],org.junit.tests.running.methods.AnnotationTest.testTeardownFailure [],org.junit.rules.TemporaryFolderUsageTest.newRandomFolderIsCreatedUnderRootFolder [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIgnoresFloatDeltaOnNaN [],org.junit.internal.builders.AnnotatedBuilderTest.topLevelTestClassWithAnnotation_isRunWithAnnotatedRunner [],org.junit.runners.model.TestClassTest.dontMarkStaticInnerClassAsNonStatic [],org.junit.tests.junit3compatibility.ClassRequestTest.noSuiteMethodIfMethodPrivate [],org.junit.AssumptionViolatedExceptionTest.canSetCauseWithInstanceCreatedWithAssumptionObjectAndMatcher [],org.junit.rules.MethodRulesTest.ruleIsIntroducedAndEvaluated [],org.junit.runners.CustomBlockJUnit4ClassRunnerTest.exceptionsFromMethodBlockMustNotResultInUnrootedTests [],org.junit.tests.running.classes.BlockJUnit4ClassRunnerTest.detectNonStaticEnclosedClass [],org.junit.tests.assertion.AssertionTest.sameNullMessage [],org.junit.runner.JUnitCommandLineParseResultTest.shouldCreateFailureUponBaldFilterOptionNotFollowedByValue [],org.junit.tests.experimental.theories.runner.WhenNoParametersMatch.showFailedAssumptionsWhenNoParametersFound [],org.junit.tests.experimental.max.DescriptionTest.createSuiteDescription_whenNull [],org.junit.tests.assertion.AssertionTest.assertThrowsUsesCanonicalNameUponTypeMismatch [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnTheoryClass [],org.junit.tests.running.methods.TestMethodTest.testFailures [],org.junit.rules.TempFolderRuleTest.recursiveDeleteFolderWithZeroElements [],org.junit.tests.manipulation.SortableTest$TestClassRunnerIsSortableWithSuiteMethod.sortingBackwardWorksOnTestClassRunner [],org.junit.runner.notification.ConcurrentRunNotifierTest.realUsage [],org.junit.runners.model.TestClassTest.providesAnnotatedFieldsSortedByName [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInTestMethod [],org.junit.tests.assertion.AssertionTest.assertThrowsSuppliesTheSpecifiedMessageUponTypeMismatch [],org.junit.experimental.categories.CategoryTest.allIncludedSuiteCategoriesMustBeMatched [],org.junit.tests.assertion.AssertionTest.stringsDifferWithUserMessage [],org.junit.tests.assertion.AssertionTest.nullMessageDisappearsWithStringAssertEquals [],org.junit.rules.DisableOnDebugTest.whenRunWithPreJava5DebugArgumentsInReverseOrderTestShouldFail [],org.junit.tests.experimental.max.DescriptionTest.createSuiteDescription_whenZeroLength [],org.junit.rules.MethodRulesTest.runsMethodRuleThatIsReturnedByMethod [],org.junit.tests.experimental.max.JUnit38SortingTest.preferRecentlyFailed38Test [],org.junit.rules.TempFolderRuleTest.tempFolderIsOnlyAccessibleByOwner [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testRunSuiteFiltering [],org.junit.tests.experimental.theories.AssumingInTheoriesTest.theoryMeansOnlyAssumeShouldFail [],org.junit.rules.DisableOnDebugTest.givenPostJava5DebugArgumentsIsDebuggingShouldReturnTrue [],org.junit.internal.runners.ErrorReportingRunnerTest.givenInvalidTestClass_integrationTest [],org.junit.rules.DisableOnDebugTest.givenPreJava5DebugArgumentsIsDebuggingShouldReturnTrue [],org.junit.AssumptionViolatedExceptionTest.toStringReportsMatcher [],org.junit.tests.listening.ListenerTest.notifyListenersInTheOrderInWhichTheyAreAdded [],org.junit.tests.validation.ValidationTest.nonStaticBeforeClass [],org.junit.tests.assertion.AssertionTest.assertThrowsDetectsTypeMismatchesViaExplicitTypeHint [],org.junit.tests.experimental.theories.runner.FailingDataPointMethods.shouldIgnoreMultipleDataPointMethodExceptionsOnRequest [],org.junit.runner.JUnitCommandLineParseResultTest.shouldCreateFailureUponUnknownOption [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIncludesCorrectMessage [],org.junit.tests.experimental.theories.ParameterSignatureTest.getAnnotations [],org.junit.experimental.categories.CategoryTest.testCountWithMultipleIncludeFilter [],org.junit.tests.running.classes.ParameterizedTestTest.usesParametersRunnerFactoryThatWasSpecifiedByAnnotationInSuperClass [],org.junit.tests.running.classes.ParameterizedTestTest.multipleParametersBeforeParamAndAfterParamAreRun [],org.junit.tests.junit3compatibility.AllTestsTest.someUsefulDescription [],org.junit.tests.assertion.AssertionTest.sameObjectIsNotEqual [],org.junit.internal.builders.AnnotatedBuilderTest.topLevelTestClassWithoutAnnotation_isRunWithDefaultRunner [],org.junit.runners.parameterized.TestWithParametersTest.isNotEqualToTestWithDifferentParameters [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInMethodRule [],org.junit.tests.assertion.AssertionTest.nullNullmessage [],org.junit.experimental.categories.CategoryValidatorTest.errorIsAddedWhenCategoryIsUsedWithAfterClass [],org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParametersTest.hasAllAnnotationsExceptRunWith [],org.junit.tests.assertion.AssertionTest.assertThrowsUsesNameUponTypeMismatchWithAnonymousClass [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldNotUseQuotesForNullValueDescriptions [],org.junit.tests.assertion.AssertionTest.assertNotEqualsConsidersDeltaCorrectly [],org.junit.tests.experimental.theories.runner.SuccessfulWithDataPointFields$BeforeAndAfterOnSameInstance.stringsAreOK [],org.junit.tests.running.classes.SuiteTest.ensureTestIsRun [],org.junit.tests.running.methods.AnnotationTest.testOrder [],org.junit.tests.running.classes.parent.ParentRunnerClassLoaderTest.testClassRuleAccessToClassInAnotherClassLoader [],org.junit.tests.assertion.AssertionTest.primitiveArraysConvertedToStringCorrectly [],org.junit.tests.assertion.AssertionTest.longsNotEqual [],org.junit.tests.running.methods.ExpectedTest.expectsSuperclass [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithPathsContainingFileSeparatorCreatesFullPath [],org.junit.experimental.categories.CategoryTest.anyMethodWithExcludedCategoryWillBeExcluded [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldUseQuotedValueInDescription [],org.junit.tests.assertion.AssertionTest.twoDimensionalArraysConvertedToStringCorrectly [],org.junit.rules.TimeoutRuleTest.longTimeout [],org.junit.tests.assertion.AssertionTest.assertThrowsRequiresAnExceptionToBeThrown [],org.junit.tests.running.methods.AnnotationTest.testRunAllAfterClasses [],org.junit.tests.experimental.theories.runner.WithAutoGeneratedDataPoints.shouldNotAutogenerateBooleanDataPointsWhenSpecificDataPointGiven [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithPathStartingWithFileSeparatorThrowsIOException [],org.junit.samples.money.MoneyTest.testPrint [],org.junit.rules.TestRuleTest.multipleRulesAreRun [],org.junit.runner.OrderWithValidatorTest.errorIsAddedWhenTestAnnotatedWithFixMethodOrder [],org.junit.tests.running.classes.SuiteTest.suiteShouldBeOKwithNonDefaultConstructor [],org.junit.rules.ClassRulesTest.usesFieldAndMethodRule [],org.junit.tests.assertion.AssertionTest.nullMessageDisappearsWithAssertEquals [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.shouldFilterOutNullElementsFromDataPointArrays [],org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.sameHashCodeWhenEquals [],org.junit.tests.assertion.AssertionTest.twoDimensionalArraysDifferentOuterLengthNotEqual [],org.junit.rules.TempFolderRuleTest.subFolderIsDeleted [],org.junit.runner.notification.SynchronizedRunListenerTest.namedListenerCorrectlyImplementsEqualsAndHashCode [],org.junit.tests.experimental.theories.runner.SuccessfulWithDataPointFields$OneTestTwoAnnotations.stringsAreOK [],org.junit.runner.RequestTest.reportsInitializationErrorThrownWhileCreatingSuite [],org.junit.samples.money.MoneyTest.testSimpleBagAdd [],org.junit.AssumptionViolatedExceptionTest.toStringReportsValue [],org.junit.tests.assertion.AssertionTest.bytesNotEqual [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldIncludeFailureInDescriptionIfToStringFails [],org.junit.tests.running.methods.AnnotationTest.testStaticFieldsCanBeTreatedAsShadowed [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.testedOnLimitsParameters [],org.junit.internal.MethodSorterTest.testDefaultMethodSorter [],org.junit.rules.TemporaryFolderUsageTest.newRandomFileIsCreatedUnderRootFolder [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenFolderThrowsIOExceptionWhenFolderCannotBeCreated [],org.junit.AssumptionViolatedExceptionTest.unserializableValueAndMatcherCanBeSerialized [],org.junit.rules.TemporaryFolderUsageTest.newNamedFileIsCreatedUnderRootFolder [],org.junit.tests.running.methods.AnnotationTest.testStaticMethodsCanBeTreatedAsShadowed [],org.junit.tests.experimental.max.MaxStarterTest.maxShouldSkipMalformedJUnit38Classes [],org.junit.tests.experimental.max.MaxStarterTest.testCountsStandUpToFiltration [],org.junit.samples.ListTest.removeAll [],org.junit.samples.money.MoneyTest.testMixedSimpleAdd [],org.junit.samples.money.MoneyTest.testSimpleAdd [],org.junit.AssumptionViolatedExceptionTest.canSetCauseWithInstanceCreatedWithObjectAndMatcher [],org.junit.tests.assertion.AssertionTest.multiDimensionalArraysDifferentLengthMessage [],org.junit.samples.money.MoneyTest.testNormalize2 [],org.junit.tests.running.methods.InheritedTestTest.subclassWithOnlyInheritedTestsRuns [],org.junit.rules.RuleMemberValidatorTest.acceptMethodNonStaticTestRule [],org.junit.samples.money.MoneyTest.zeroMoniesAreEqualRegardlessOfCurrency [],org.junit.tests.experimental.AssumptionTest.assumeNotNullIncludesParameterList [],org.junit.tests.assertion.AssertionTest.IntegerDoesNotEqualLong [],org.junit.runners.model.TestClassTest.isEqualToTestClassThatWrapsSameJavaClass [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit3TestFailingInSetupMethod [],org.junit.tests.running.methods.AnnotationTest.testOrderingOfInheritance [],org.junit.tests.running.methods.TimeoutTest.timeoutFailureMultithreadedStuckInMain []"
"junit4","3","org.junit.runners.ParentRunner.shouldRun(Filter,T)","127","org.junit.samples.money.MoneyTest.testBagSimpleAdd [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnTheoryParm [],org.junit.tests.assertion.AssertionTest.sameWithMessage [],org.junit.rules.RuleChainTest.executeRulesInCorrectOrder [],org.junit.tests.assertion.AssertionTest.arraysDifferentLengthDifferingAtEndMessage [],org.junit.tests.assertion.AssertionTest.arraysDeclaredAsObjectAreComparedAsObjects [],org.junit.tests.assertion.AssertionTest.arraysDifferAtElement1nullMessage [],org.junit.tests.running.methods.AnnotationTest.testErrorInBeforeClass [],org.junit.samples.money.MoneyTest.testBagMultiply [],org.junit.tests.experimental.max.MaxStarterTest.halfMalformed [],org.junit.rules.MethodRulesTest.validateWrongTypedField [],org.junit.experimental.categories.CategoryTest.describeMultipleCategoryFilter [],org.junit.rules.TemporaryFolderUsageTest.getRootShouldThrowIllegalStateExceptionIfCreateWasNotInvoked [],org.junit.tests.experimental.max.DescriptionTest.parseClass_whenCantParse [],org.junit.tests.experimental.max.MaxStarterTest.rememberOldRuns [],org.junit.experimental.categories.CategoryTest.testCountOnJustA [],org.junit.samples.money.MoneyTest.testSimpleNegate [],org.junit.rules.StopwatchTest.succeeded [],org.junit.tests.experimental.max.MaxStarterTest.preferNewTests [],org.junit.rules.RuleMemberValidatorTest.rejectClassRuleThatIsImplementationOfMethodRule [],junit.tests.runner.ResultTest.testRunAssumptionFailedResultCanBeReserialised_v4_12 [],org.junit.AssumptionViolatedExceptionTest.nullValueAndMatcherCanBeSerialized [],org.junit.tests.manipulation.SingleMethodTest.oneTimeSetup [],org.junit.tests.assertion.AssertionTest.assertThatDescriptionCanBeElided [],org.junit.tests.assertion.AssertionTest.assertNotEqualsWorksWithPrimitiveTypes [],org.junit.experimental.categories.CategoryTest.emptyCategoriesSuite [],junit.tests.framework.DoublePrecisionAssertTest.testAssertEqualsNaNFails [],org.junit.rules.TestRuleTest.testRuleOrdering [],org.junit.experimental.categories.CategoryFilterFactoryTest.shouldThrowException [],org.junit.runners.model.TestClassTest.hasHashCodeWithoutJavaClass [],org.junit.tests.assertion.AssertionTest.nullMessage [],org.junit.runners.model.TestClassTest.annotatedFieldValues [],org.junit.experimental.categories.CategoryTest.classesCanBeCategories [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInBeforeMethod [],org.junit.samples.money.MoneyTest.testBagSubtract [],org.junit.tests.running.methods.AnnotationTest.testExceptionNotThrown [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIgnoresFloatDeltaOnNaN [],org.junit.runners.model.TestClassTest.hasSameHashCodeAsTestClassThatWrapsSameJavaClass [],org.junit.samples.money.MoneyTest.testMoneyBagHash [],org.junit.tests.assertion.AssertionTest.oneDimensionalBooleanArraysAreNotEqual [],org.junit.tests.description.AnnotatedDescriptionTest.descriptionOfTestClassHasValuedAnnotation [],org.junit.tests.assertion.AssertionTest.notEqualsObjectWithNull [],org.junit.AssumptionViolatedExceptionTest.canSetCauseWithInstanceCreatedWithExplicitThrowableConstructor [],org.junit.tests.experimental.AssumptionTest.assumeNoExceptionThrows [],org.junit.tests.experimental.theories.ParameterSignatureTest.getType [],org.junit.tests.running.methods.TestMethodTest.onlyIgnoredMethodsIsStillFineTestClass [],org.junit.tests.assertion.AssertionTest.arraysEqualWithMessage [],org.junit.samples.money.MoneyTest.testBagSumAdd [],org.junit.tests.assertion.AssertionTest.notEqualsObjectWithNullWithMessage [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenPathThrowsIllegalStateExceptionIfCreateWasNotInvoked [],org.junit.experimental.categories.CategoryTest.testCountWithExplicitExcludeFilter_usingConstructor [],org.junit.tests.running.classes.SuiteTest.ensureSuitesWorkWithForwardCompatibility [],org.junit.runner.RequestTest.createsADescriptionWithANameForClasses [],org.junit.rules.ClassRulesTest.classRulesModifiableList [],org.junit.rules.TimeoutRuleTest.nullTimeUnit [],org.junit.rules.TempFolderRuleTest.recursiveDeleteFolderWithOneElement [],org.junit.tests.assertion.AssertionTest.nullMessageDisappearsWithStringAssertEquals [],org.junit.experimental.categories.CategoryTest.testCountOnAWithoutSlowTests [],org.junit.tests.running.methods.AnnotationTest.testTestAndTeardownFailure [],org.junit.rules.RuleChainTest.whenRuleChainHasNullRuleTheStacktraceShouldPointToIt [],org.junit.experimental.categories.CategoryTest.describeACategoryFilter [],org.junit.tests.experimental.max.MaxStarterTest.listenersAreCalledCorrectlyInTheFaceOfFailures [],org.junit.samples.money.MoneyTest.testMoneyEquals [],org.junit.runner.notification.RunNotifierTest.addFirstAndRemoveWithThreadSafeListener [],org.junit.rules.StopwatchTest.skipped [],org.junit.tests.experimental.AssumptionTest.failingAssumptionInBeforePreventsTestRun [],junit.tests.runner.ResultTest.testRunAssumptionFailedResultCanBeReserialised_v4_13 [],org.junit.tests.junit3compatibility.ForwardCompatibilityTest.testToString [],org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.equalParameterizedAssertionErrorsHaveSameToString [],org.junit.tests.assertion.AssertionTest.assertThrowsDetectsTypeMismatchesViaExplicitTypeHint [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIncludesCorrectMessage [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenFolderThrowsIOExceptionIfFileExists [],org.junit.tests.running.classes.ParameterizedTestTest.testsAreExecutedWhenAssumptionInParametersMethodDoesNotFail [],org.junit.rules.MethodRulesTest.multipleRulesAreRun [],org.junit.tests.running.classes.ParameterizedTestTest.usesParametersRunnerFactoryThatWasSpecifiedByAnnotation [],org.junit.tests.assertion.AssertionTest.nullNullmessage [],org.junit.tests.running.methods.AnnotationTest.testSetupFailure [],junit.tests.framework.TestCaseTest.testWasRun [],org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsSortableViaOrderWith.sortingBackwardWorksOnTestClassRunner [],org.junit.runners.model.TestClassTest.identifiesPublicModifier [],org.junit.tests.assertion.AssertionTest.assertNotEqualsConsidersDeltaCorrectly [],org.junit.AssumptionViolatedExceptionTest.assumptionViolatedExceptionWithMatcherDescribesItself [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnWildcardLowerBoundOnTheoryParm [],org.junit.tests.assertion.AssertionTest.booleansNotEqual [],org.junit.tests.assertion.AssertionTest.assertThrowsWrapsAndPropagatesUnexpectedExceptions [],org.junit.tests.manipulation.OrderableTest$TestOrderableClassRunnerIsSortable.orderingorwardWorksOnTestClassRunner [],org.junit.AssumptionViolatedExceptionTest.assumptionViolatedExceptionWithValueAndMatcherCanBeReserialized_v4_13 [],org.junit.tests.running.classes.ParameterizedTestTest.runsForEverySingleArgumentOfIterable [],org.junit.tests.assertion.AssertionTest.twoDimensionalArraysConvertedToStringCorrectly [],org.junit.runners.model.TestClassTest.isEqualToTestClassThatWrapsNoJavaClassToo [],org.junit.tests.assertion.AssertionTest.arraysDifferAtElement0nullMessage [],org.junit.tests.experimental.max.MaxStarterTest.sortTestsInMultipleClasses [],org.junit.tests.assertion.AssertionTest.objectsAreSame [],org.junit.tests.running.methods.AnnotationTest.testRunAllAfters [],org.junit.tests.junit3compatibility.SuiteMethodTest.suiteIsUsedWithJUnit4Classes [],org.junit.tests.assertion.AssertionTest.floatsNotEqual [],org.junit.rules.RuleMemberValidatorTest.rejectClassRuleInNonPublicClass [],org.junit.tests.assertion.AssertionTest.assertThrowsIncludesTheSpecifiedMessage [],org.junit.tests.manipulation.OrderableTest$TestClassRunnerIsOrderable.orderingForwardWorksOnSuite [],org.junit.samples.money.MoneyTest.testMoneyBagEquals [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenFolderThrowsIOExceptionIfFolderExists [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenEmptyArrayThrowsIllegalArgumentException [],org.junit.samples.money.MoneyTest.testIsZero [],org.junit.tests.experimental.AssumptionTest.assumptionsWithMessage [],org.junit.tests.manipulation.SortableTest$TestClassRunnerIsSortable.sortingForwardWorksOnSuite [],org.junit.runner.notification.SynchronizedRunListenerTest.equalsDelegates [],org.junit.tests.assertion.AssertionTest.doublesNotEqual [],org.junit.tests.assertion.AssertionTest.same [],org.junit.tests.assertion.AssertionTest.arraysActualNullMessage [],org.junit.rules.TemporaryFolderUsageTest.createInitializesRootFolder [],org.junit.runners.model.TestClassTest.missingAnnotationIsNotAvailable [],org.junit.tests.assertion.AssertionTest.notEqualsNullWithObject [],junit.tests.runner.ResultTest.testRunFailureResultCanBeSerialised [],org.junit.tests.assertion.AssertionTest.stringsNotEqual [],org.junit.tests.experimental.max.MaxStarterTest.preferRecentlyFailed [],org.junit.rules.TemporaryFolderUsageTest.newFileThrowsIllegalStateExceptionIfCreateWasNotInvoked [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.nullsUsedUnlessProhibited [],org.junit.tests.assertion.AssertionTest.multiDimensionalArraysDifferentLengthMessage [],org.junit.tests.assertion.AssertionTest.multiDimensionalArraysAreEqual [],org.junit.experimental.categories.CategoryTest.categoryFilterLeavesOnlyMatchingMethods [],org.junit.tests.assertion.AssertionTest.shortsNotEqual [],org.junit.tests.assertion.AssertionTest.arraysExpectedNullMessage [],junit.tests.extensions.RepeatedTestTest.testRepeatedZero [],org.junit.runner.JUnitCommandLineParseResultTest.shouldStopParsingOptionsUponNonOption [],junit.tests.framework.ComparisonFailureTest.testExceptionToStringWithoutMessage [],org.junit.tests.assertion.AssertionTest.objectsNotSame []"
