"Project","MethodIndex","Method","Count","Tests"
"gson","1","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","23","com.google.gson.internal.bind.DefaultDateTypeAdapterTest.testParsingDatesFormattedWithSystemLocale [gson],com.google.gson.internal.bind.DefaultDateTypeAdapterTest.testParsingDatesFormattedWithUsLocale [gson]"
"gson","2","com.google.gson.JsonParser.parseReader(Reader)","15","com.google.gson.internal.bind.JsonElementReaderTest.testNextJsonElement [gson],com.google.gson.internal.bind.JsonElementReaderTest.testEarlyClose [gson],com.google.gson.internal.bind.JsonElementReaderTest.testStrings [gson],com.google.gson.internal.bind.JsonElementReaderTest.testNumbersFromStrings [gson],com.google.gson.internal.bind.JsonElementReaderTest.testNulls [gson],com.google.gson.internal.bind.JsonElementReaderTest.testNumbers [gson],com.google.gson.internal.bind.JsonElementReaderTest.testStringsFromNumbers [gson],com.google.gson.internal.bind.JsonElementReaderTest.testBooleans [gson],com.google.gson.internal.bind.JsonElementReaderTest.testNestedObjects [gson],com.google.gson.internal.bind.JsonElementReaderTest.testEmptyArray [gson],com.google.gson.internal.bind.JsonElementReaderTest.testSkipValue [gson],com.google.gson.JsonParserTest.testParseDeeplyNestedArrays [gson],com.google.gson.internal.bind.JsonElementReaderTest.testObject [gson]"
"gson","3","com.google.gson.internal.bind.TypeAdapters.newTypeHierarchyFactory(Class<T1>,TypeAdapter<T1>)","13","com.google.gson.functional.ToNumberPolicyFunctionalTest.testAsListOfLongsOrDoubles [gson],com.google.gson.JsonStreamParserTest.testIterator [gson],com.google.gson.functional.VersioningTest.testVersionedClassesSerialization [gson],com.google.gson.functional.ArrayTest.testArrayOfPrimitivesAsObjectsDeserialization [gson],com.google.gson.functional.ArrayTest.testTopLevelArrayOfIntsDeserialization [gson],com.google.gson.functional.RawSerializationTest.testCollectionOfObjects [gson],com.google.gson.functional.ArrayTest.testEmptyArraySerialization [gson],com.google.gson.functional.PrintFormattingTest.testJsonObjectWithNullValues [gson],com.google.gson.functional.ToNumberPolicyFunctionalTest.testAsLazilyParsedNumbers [gson],com.google.gson.functional.ArrayTest.testArrayOfPrimitivesAsObjectsSerialization [gson],com.google.gson.functional.JavaUtilConcurrentAtomicTest.testAtomicLongArrayWithStringSerializationPolicy [gson]"
"gson","4","com.google.gson.internal.bind.util.ISO8601Utils.parse(String,ParsePosition)","11","com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseInvalidDay [gson],com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseSpecialTimezone [gson],com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseWithTimezone [gson],com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseInvalidMonth [gson],com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseInvalidTime [gson],com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseWithDefaultTimezone [gson]"
"gson","5","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.create(Gson,TypeToken<T>)","10","com.google.gson.functional.TypeHierarchyAdapterTest.testTypeHierarchy [gson],com.google.gson.functional.StreamingTypeAdaptersTest.testSerialize1dArray [gson],com.google.gson.functional.CircularReferenceTest.testSelfReferenceArrayFieldSerialization [gson],com.google.gson.functional.NullObjectAndFieldTest.testAbsentJsonElementsAreSetToNull [gson],com.google.gson.functional.CustomTypeAdaptersTest.testEnsureCustomSerializerNotInvokedForNullValues [gson],com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicySerialiation [gson],com.google.gson.functional.ParameterizedTypesTest.testVariableTypeArrayDeserialization [gson],com.google.gson.functional.CollectionTest.testObjectCollectionSerialization [gson],com.google.gson.functional.InheritanceTest.testBaseSerializedAsSubForToJsonMethod [gson],com.google.gson.functional.CustomTypeAdaptersTest.testCustomNestedSerializers [gson]"
"gson","6","com.google.gson.Gson.getAdapter(TypeToken<T>)","10","com.google.gson.functional.CollectionTest.testNullsInListDeserialization [gson],com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson],com.google.gson.GsonTest.testGetAdapter_FutureAdapterConcurrency [gson],com.google.gson.functional.CollectionTest.testFieldIsArrayList [gson],com.google.gson.functional.CollectionTest.testSetSerialization [gson],com.google.gson.functional.CollectionTest.testVector [gson]"
"gson","7","com.google.gson.JsonParser.parseReader(JsonReader)","9","com.google.gson.JsonParserTest.testParseEmptyWhitespaceInput [gson],com.google.gson.JsonParserTest.testParseUnquotedMultiWordStringFails [gson],com.google.gson.JsonParserTest.testParseUnquotedSingleWordStringFails [gson],com.google.gson.internal.bind.JsonElementReaderTest.testNestedArrays [gson],com.google.gson.JsonParserTest.testParseUnquotedStringArrayFails [gson],com.google.gson.internal.bind.JsonElementReaderTest.testArray [gson],com.google.gson.internal.bind.JsonElementReaderTest.testStrictNansAndInfinities [gson],com.google.gson.JsonParserTest.testParseInvalidJson [gson],com.google.gson.JsonParserTest.testParseMixedArray [gson]"
"gson","8","com.google.gson.Gson.newJsonReader(Reader)","8","com.google.gson.functional.ObjectTest.testNullPrimitiveFieldsDeserialization [gson],com.google.gson.functional.ArrayTest.testEmptyArrayDeserialization [gson],com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testNonPrimitiveFieldAnnotationTakesPrecedenceOverDefault [gson],com.google.gson.functional.MapTest.testMapSubclassDeserialization [gson],com.google.gson.GsonTypeAdapterTest.testTypeAdapterThrowsException [gson],com.google.gson.functional.ObjectTest.testJsonInSingleQuotesDeserialization [gson],com.google.gson.functional.TypeAdapterPrecedenceTest.testStreamingFollowedByNonstreaming [gson],com.google.gson.functional.ObjectTest.testThrowingDefaultConstructor [gson]"
"gson","9","com.google.gson.JsonElement.toString()","7","com.google.gson.JsonArrayTest.testDoublePrimitiveAddition [gson],com.google.gson.JsonArrayTest.testCharPrimitiveAddition [gson],com.google.gson.JsonArrayTest.testNullPrimitiveAddition [gson],com.google.gson.JsonObjectTest.testEqualsNonEmptyObject [gson],com.google.gson.JsonArrayTest.testSameAddition [gson],com.google.gson.JsonPrimitiveTest.testValidJsonOnToString [gson],com.google.gson.JsonArrayTest.testStringPrimitiveAddition [gson]"
"gson","10","com.google.gson.Gson.toJson(Object,Type,Appendable)","7","com.google.gson.functional.MapTest.testMapSubclassSerialization [gson],com.google.gson.GsonBuilderTest.testExcludeFieldsWithModifiers [gson],com.google.gson.functional.CollectionTest.testPriorityQueue [gson],com.google.gson.functional.TypeAdapterRuntimeTypeWrapperTest.testGsonFutureAdapter [gson],com.google.gson.functional.CollectionTest.testStack [gson],com.google.gson.functional.FieldNamingTest.testUpperCamelCase [gson],com.google.gson.functional.MapTest.testMapOfMapSerialization [gson]"
