"Project","MethodIndex","Method","Count","Tests"
"gson","1","com.google.gson.internal.bind.util.ISO8601Utils.parse(String,ParsePosition)","3","com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseInvalidDay [gson],com.google.gson.internal.bind.util.ISO8601UtilsTest.testDateParseSpecialTimezone [gson]"
"gson","2","com.google.gson.Gson.getAdapter(TypeToken<T>)","3","com.google.gson.functional.ExposeFieldsTest.testNullExposeFieldSerialization [gson],com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullField [gson],com.google.gson.functional.PrimitiveTest.testReallyLongValuesSerialization [gson]"
"gson","3","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","3","com.google.gson.internal.bind.DefaultDateTypeAdapterTest.testParsingDatesFormattedWithSystemLocale [gson],com.google.gson.internal.bind.DefaultDateTypeAdapterTest.testParsingDatesFormattedWithUsLocale [gson]"
"gson","4","com.google.gson.internal.Excluder.excludeField(Field,boolean)","3","com.google.gson.functional.VersioningTest.testVersionedClassesDeserialization [gson],com.google.gson.functional.VersioningTest.testVersionedGsonMixingSinceAndUntilSerialization [gson],com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationDeserialization [gson]"
"gson","5","com.google.gson.internal.Streams.parse(JsonReader)","2","com.google.gson.JsonStreamParserTest.testCallingNextBeyondAvailableInput [gson],com.google.gson.JsonParserTest.testParseDeeplyNestedArrays [gson]"
"gson","6","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.getBoundFields(Gson,TypeToken<?>,Class<?>,boolean,boolean)","2","com.google.gson.functional.Java17RecordTest.testSerializedNameOnAccessor [gson],com.google.gson.functional.Java17RecordTest.testFirstNameIsChosenForSerialization [gson]"
"gson","7","com.google.gson.reflect.TypeToken.getTypeTokenTypeArgument()","2","com.google.gson.JavaSerializationTest.testListIsSerializable [gson],com.google.gson.functional.MapTest.testSortedMap [gson]"
"gson","8","com.google.gson.internal.bind.TypeAdapters.newTypeHierarchyFactory(Class<T1>,TypeAdapter<T1>)","2","com.google.gson.functional.ObjectTest.testNullPrimitiveFieldsDeserialization [gson],com.google.gson.functional.ObjectTest.testStringFieldWithNumberValueDeserialization [gson]"
"gson","9","com.google.gson.internal.bind.CollectionTypeAdapterFactory.create(Gson,TypeToken<T>)","1","com.google.gson.functional.FormattingStyleTest.testFormat [gson]"
"gson","10","com.google.gson.stream.JsonReader.peek()","1","com.google.gson.JsonArrayTest.testFailedGetArrayValues [gson]"
"gson","11","com.google.gson.Gson.toJson(Object,Type,Appendable)","1","com.google.gson.GsonBuilderTest.testModificationAfterCreate [gson]"
"gson","12","com.google.gson.internal.bind.ObjectTypeAdapter.read(JsonReader)","1","com.google.gson.ObjectTypeAdapterTest.testDeserializeDeeplyNestedArrays [gson]"
"gson","13","com.google.gson.internal.bind.TypeAdapters.newFactoryForMultipleTypes(Class<TT>,Class<?extendsTT>,TypeAdapter<?superTT>)","1","com.google.gson.MixedStreamTest.testWriteNulls [gson]"
"gson","14","com.google.gson.internal.ConstructorConstructor.newDefaultConstructor(Class<?superT>,FilterResult)","1","com.google.gson.functional.CustomDeserializerTest.testJsonTypeFieldBasedDeserialization [gson]"
"gson","15","com.google.gson.internal.bind.TypeAdapters.newFactory(Class<TT>,Class<TT>,TypeAdapter<?superTT>)","1","com.google.gson.functional.JavaUtilConcurrentAtomicTest.testAtomicLongArrayWithStringSerializationPolicy [gson]"
"gson","16","com.google.gson.internal.ConstructorConstructor.get(TypeToken<T>)","1","com.google.gson.functional.ReflectionAccessFilterTest.testBlockAllCollectionInterface [gson]"
"gson","17","com.google.gson.stream.JsonReader.hasNext()","1","com.google.gson.JsonParserTest.testParseDeeplyNestedArrays [gson]"
"gson","18","com.google.gson.internal.Streams.write(JsonElement,JsonWriter)","1","com.google.gson.internal.bind.JsonTreeWriterTest.testSerializeNullsTrue [gson]"
"gson","19","com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory.create(Gson,TypeToken<T>)","1","com.google.gson.functional.JsonAdapterAnnotationOnClassesTest.testJsonAdapterInvoked [gson]"
"gson","20","com.google.gson.stream.JsonReader.nextUnquotedValue()","1","com.google.gson.stream.JsonReaderTest.testVeryLongUnterminatedString [gson]"
"gson","21","com.google.gson.stream.JsonReader.skipUnquotedValue()","1","com.google.gson.stream.JsonReaderTest.testSkipTopLevelUnquotedString [gson]"
"gson","22","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.createBoundField(Gson,Field,Method,String,TypeToken<?>,boolean,boolean,boolean)","1","com.google.gson.functional.CollectionTest.testWildcardCollectionField [gson]"
"gson","23","com.google.gson.GsonBuilder.registerTypeAdapter(Type,Object)","1","com.google.gson.functional.TypeAdapterRuntimeTypeWrapperTest.testJsonDeserializer_CustomSerializerDelegate [gson]"
"gson","24","com.google.gson.internal.bind.TypeAdapters.newFactory(Class<TT>,TypeAdapter<TT>)","1","com.google.gson.functional.CollectionTest.testTopLevelListOfIntegerCollectionsDeserialization [gson]"
"gson","25","com.google.gson.GsonBuilder.addTypeAdaptersForDate(String,int,int,List<TypeAdapterFactory>)","1","com.google.gson.functional.PrettyPrintingTest.testPrettyPrintArrayOfPrimitiveArrays [gson]"
"gson","26","com.google.gson.internal.bind.DateTypeAdapter.deserializeToDate(JsonReader)","1","com.google.gson.functional.DefaultTypeAdaptersTest.testDefaultDateDeserialization [gson]"
"gson","27","com.google.gson.Gson.fromJson(JsonReader,TypeToken<T>)","1","com.google.gson.functional.TypeAdapterPrecedenceTest.testStreamingFollowedByNonstreamingHierarchical [gson]"
